AGE,STATUS,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,HOURSPERWEEK,NATIVE,SALARYVALUE,ZODIAK
43,Self-emp-not-inc,Bachelors,13,Sales,0,0,40,United-States,29.86,Cancer
67,?,11th,7,?,0,0,40,United-States,34.19,Cancer
30,?,Assoc-voc,11,?,0,0,40,United-States,40.69,Leo
56,Private,Assoc-acdm,12,Other-service,0,0,40,Iran,45.75,Gemini
31,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,39.11,Aquarius
33,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,125.37,Cancer
26,Private,HS-grad,9,Other-service,0,0,40,United-States,43.60,Aquarius
33,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,107.29,Capricorn
46,Local-gov,11th,7,Transport-moving,0,0,40,United-States,43.22,Sagittarius
59,?,Bachelors,13,?,0,0,40,United-States,106.93,Leo
38,Federal-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,168.66,Libra
65,Private,11th,7,Other-service,0,0,40,United-States,17.14,Cancer
40,Private,Assoc-voc,11,Tech-support,0,0,40,United-States,155.97,Cancer
42,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,27.17,Gemini
26,Self-emp-not-inc,9th,5,Craft-repair,0,0,40,Portugal,16.92,Libra
36,Private,10th,6,Other-service,211331,0,40,United-States,48.83,Scorpio
62,Private,Masters,14,Prof-specialty,0,0,40,United-States,116.68,Aquarius
43,Private,Bachelors,13,Transport-moving,0,0,40,United-States,46.48,Gemini
43,Private,Bachelors,13,Exec-managerial,0,1564,40,United-States,157.57,Pisces 
22,Private,HS-grad,9,Sales,0,0,40,United-States,41.23,Cancer
28,Private,HS-grad,9,Craft-repair,0,0,40,United-States,31.74,Leo
56,Self-emp-not-inc,Some-college,10,Sales,0,0,40,United-States,23.10,Leo
22,Private,Assoc-acdm,12,Sales,0,0,40,United-States,18.07,Cancer
57,Private,Bachelors,13,Exec-managerial,0,11987,40,United-States,168.30,Virgo
39,Private,HS-grad,9,Sales,0,0,40,United-States,15.16,Leo
26,Federal-gov,Some-college,10,Adm-clerical,0,0,40,United-States,20.45,Aquarius
17,Private,11th,7,Other-service,0,0,40,United-States,38.87,Virgo
40,State-gov,Assoc-voc,11,Machine-op-inspct,0,0,40,United-States,45.94,Sagittarius
45,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,41.98,Aquarius
44,Private,HS-grad,9,Craft-repair,0,0,40,United-States,25.86,Sagittarius
20,Local-gov,Some-college,10,Adm-clerical,0,0,40,United-States,37.02,Cancer
33,Private,HS-grad,9,Craft-repair,0,0,40,United-States,24.07,Sagittarius
23,Private,Some-college,10,Sales,0,0,40,United-States,13.38,Libra
46,Self-emp-not-inc,Masters,14,Exec-managerial,0,13222,40,United-States,48.60,Virgo
38,Private,HS-grad,9,Sales,0,0,40,United-States,26.84,Gemini
54,Private,HS-grad,9,Transport-moving,0,0,40,United-States,34.43,Leo
46,Private,5th-6th,3,Craft-repair,275390,2339,40,United-States,32.07,Scorpio
25,Private,Some-college,10,Craft-repair,0,0,40,United-States,36.68,Pisces 
46,Private,Some-college,10,Sales,0,0,40,United-States,27.85,Gemini
36,Local-gov,Some-college,10,Transport-moving,0,0,40,United-States,32.04,Gemini
23,Private,HS-grad,9,Other-service,0,0,40,United-States,27.65,Taurus
29,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,11.56,Gemini
44,Private,Some-college,10,Adm-clerical,0,2415,40,United-States,482.86,Leo
19,Private,Some-college,10,Adm-clerical,0,0,40,United-States,17.01,Taurus
19,Private,HS-grad,9,Other-service,0,0,40,United-States,14.97,Pisces 
35,Private,HS-grad,9,Other-service,0,0,40,United-States,146.82,Capricorn
27,Private,Bachelors,13,Craft-repair,0,0,40,United-States,29.78,Gemini
46,Self-emp-not-inc,Assoc-acdm,12,Craft-repair,0,0,40,United-States,46.56,Gemini
34,State-gov,Bachelors,13,Exec-managerial,7688,0,40,?,331.33,Leo
34,Private,HS-grad,9,Other-service,0,0,40,United-States,48.71,Capricorn
44,Private,Some-college,10,Tech-support,0,0,40,United-States,43.41,Pisces 
45,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,23.77,Leo
20,?,HS-grad,9,?,0,0,40,United-States,40.76,Aquarius
25,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,118.26,Taurus
52,Self-emp-inc,Bachelors,13,Exec-managerial,0,0,40,United-States,154.94,Gemini
20,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,30.33,Capricorn
28,Private,Some-college,10,Other-service,0,0,40,United-States,43.80,Libra
50,State-gov,Bachelors,13,Protective-serv,0,0,40,United-States,16.69,Cancer
34,Private,Assoc-voc,11,Tech-support,0,0,40,United-States,38.30,Cancer
28,Private,7th-8th,4,Handlers-cleaners,0,2179,40,Puerto-Rico,49.12,Pisces 
41,Private,Masters,14,Exec-managerial,0,1977,40,United-States,475.90,Capricorn
28,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,45.14,Leo
46,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,40,United-States,45.79,Taurus
28,?,Some-college,10,?,0,1887,40,United-States,939.06,Libra
32,Private,Some-college,10,Exec-managerial,0,0,40,United-States,25.08,Virgo
41,Local-gov,Some-college,10,Other-service,0,0,40,United-States,20.74,Taurus
24,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,43.48,Taurus
33,Private,Some-college,10,Exec-managerial,0,0,40,United-States,35.09,Aquarius
46,Private,Doctorate,16,Exec-managerial,15024,0,40,United-States,482.28,Sagittarius
31,State-gov,Some-college,10,Machine-op-inspct,0,0,40,United-States,49.76,Taurus
35,Private,12th,8,Craft-repair,0,0,40,United-States,146.60,Virgo
52,Private,1st-4th,2,Machine-op-inspct,0,0,40,Mexico,19.32,Virgo
30,Private,11th,7,Other-service,0,0,40,United-States,21.18,Sagittarius
34,Local-gov,11th,7,Machine-op-inspct,0,0,40,United-States,11.12,Capricorn
34,State-gov,HS-grad,9,Transport-moving,0,0,40,United-States,38.45,Cancer
20,Private,Some-college,10,Sales,0,0,40,United-States,37.95,Leo
17,Private,11th,7,Handlers-cleaners,2176,0,40,United-States,307.05,Leo
32,State-gov,Bachelors,13,Exec-managerial,0,0,40,United-States,81.27,Taurus
29,Private,HS-grad,9,Farming-fishing,0,0,40,United-States,39.32,Taurus
33,Private,10th,6,Craft-repair,0,0,40,United-States,16.55,Gemini
25,Private,HS-grad,9,Transport-moving,0,0,40,United-States,15.33,Pisces 
36,Federal-gov,Masters,14,Prof-specialty,0,1408,40,United-States,12.29,Leo
23,Private,HS-grad,9,Handlers-cleaners,0,0,40,Dominican-Republic,45.91,Virgo
63,Self-emp-inc,HS-grad,9,Exec-managerial,0,0,40,United-States,143.25,Libra
47,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,34.03,Leo
80,?,HS-grad,9,?,0,0,40,United-States,10.85,Gemini
17,?,11th,7,?,0,0,40,United-States,28.46,Sagittarius
40,Self-emp-not-inc,Bachelors,13,Prof-specialty,211863,0,40,United-States,423.15,Scorpio
30,Private,Assoc-acdm,12,Other-service,0,0,40,United-States,149.16,Sagittarius
27,Private,Some-college,10,Craft-repair,0,1980,40,Philippines,35.98,Capricorn
33,Private,Masters,14,Prof-specialty,0,0,40,United-States,102.88,Taurus
34,Local-gov,HS-grad,9,Farming-fishing,594,0,40,United-States,23.56,Pisces 
34,Local-gov,Some-college,10,Protective-serv,0,0,40,United-States,47.15,Capricorn
23,Private,Some-college,10,Adm-clerical,0,0,40,United-States,12.91,Sagittarius
42,Local-gov,Some-college,10,Adm-clerical,0,0,40,United-States,47.54,Aquarius
29,Private,Bachelors,13,Prof-specialty,217863,0,40,United-States,42.89,Scorpio
45,Private,HS-grad,9,Adm-clerical,257497,0,40,United-States,18.14,Scorpio
24,Federal-gov,HS-grad,9,Armed-Forces,0,0,40,United-States,38.95,Capricorn
44,Private,Some-college,10,Prof-specialty,0,0,40,United-States,38.83,Gemini
27,Private,9th,5,Craft-repair,0,0,40,Mexico,39.10,Sagittarius
20,Private,Some-college,10,Sales,0,0,40,United-States,38.93,Virgo
44,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,41.66,Capricorn
51,Private,HS-grad,9,Craft-repair,0,0,40,United-States,28.88,Aquarius
20,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,40.81,Leo
17,?,11th,7,?,0,0,40,United-States,15.62,Sagittarius
19,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,49.58,Leo
45,Self-emp-inc,Some-college,10,Craft-repair,0,0,40,United-States,168.13,Sagittarius
60,Private,HS-grad,9,Craft-repair,0,0,40,United-States,93.74,Pisces 
42,Private,Assoc-acdm,12,Exec-managerial,0,0,40,?,111.01,Libra
44,Self-emp-not-inc,HS-grad,9,Sales,0,0,40,United-States,101.51,Libra
40,Private,Assoc-voc,11,Machine-op-inspct,0,0,40,United-States,173.04,Gemini
30,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,25.85,Libra
38,Private,Some-college,10,Transport-moving,0,0,40,United-States,44.44,Aquarius
23,Private,HS-grad,9,Transport-moving,0,0,40,United-States,42.49,Virgo
32,?,Some-college,10,?,0,0,40,United-States,18.23,Pisces 
44,Private,Assoc-acdm,12,Farming-fishing,0,0,40,United-States,13.01,Taurus
54,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,46.40,Aquarius
32,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,28.75,Cancer
50,Private,1st-4th,2,Craft-repair,0,0,40,United-States,49.16,Gemini
24,Private,Bachelors,13,Tech-support,0,0,40,United-States,21.61,Aquarius
37,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,47.39,Capricorn
52,Private,HS-grad,9,Transport-moving,0,0,40,United-States,28.23,Pisces 
38,Private,Some-college,10,Transport-moving,0,0,40,United-States,13.94,Sagittarius
49,Private,Masters,14,Exec-managerial,0,1977,40,United-States,885.18,Libra
30,Private,Bachelors,13,Tech-support,240588,0,40,United-States,147.50,Scorpio
60,Private,Some-college,10,Prof-specialty,0,0,40,United-States,119.05,Libra
22,?,Some-college,10,?,0,0,40,United-States,30.40,Libra
35,Private,HS-grad,9,Craft-repair,0,0,40,United-States,12.00,Cancer
30,Private,HS-grad,9,Transport-moving,0,0,40,United-States,24.32,Leo
67,Private,Assoc-voc,11,Other-service,0,0,40,United-States,45.52,Pisces 
46,Private,Bachelors,13,Craft-repair,0,0,40,United-States,14.97,Aquarius
17,Private,9th,5,Other-service,0,0,40,United-States,26.16,Leo
22,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,41.36,Taurus
27,Private,10th,6,Other-service,0,0,40,United-States,10.54,Pisces 
23,Private,HS-grad,9,Other-service,0,0,40,United-States,25.21,Libra
33,Private,Assoc-acdm,12,Craft-repair,0,0,40,Portugal,10.51,Gemini
43,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,40,United-States,21.99,Gemini
28,State-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,16.23,Leo
41,Private,HS-grad,9,Craft-repair,0,0,40,United-States,45.91,Aquarius
52,?,12th,8,?,594,0,40,United-States,34.86,Virgo
25,Private,Some-college,10,Adm-clerical,0,0,40,United-States,39.84,Aquarius
63,?,1st-4th,2,?,296905,0,40,United-States,29.82,Scorpio
59,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,28.06,Sagittarius
45,Local-gov,Bachelors,13,Prof-specialty,271162,0,40,United-States,11.49,Scorpio
38,Private,Bachelors,13,Sales,15024,0,40,United-States,386.45,Gemini
40,Private,HS-grad,9,Other-service,0,0,40,United-States,42.41,Cancer
46,Federal-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,20.08,Virgo
35,Private,Assoc-acdm,12,Exec-managerial,0,0,40,United-States,27.43,Aquarius
34,Private,HS-grad,9,Prof-specialty,0,0,40,United-States,44.78,Pisces 
33,Private,Bachelors,13,Craft-repair,0,0,40,United-States,41.42,Cancer
41,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,27.46,Libra
20,Private,Some-college,10,Machine-op-inspct,0,0,40,United-States,12.08,Virgo
23,Private,5th-6th,3,Other-service,0,0,40,El-Salvador,19.79,Taurus
26,Private,Some-college,10,Prof-specialty,0,0,40,United-States,45.88,Capricorn
72,?,HS-grad,9,?,0,0,40,United-States,33.36,Virgo
23,Local-gov,HS-grad,9,Farming-fishing,0,0,40,Poland,42.08,Pisces 
62,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,44.34,Virgo
52,Private,Some-college,10,Adm-clerical,0,0,40,United-States,28.07,Taurus
58,Private,Some-college,10,Other-service,0,0,40,France,28.72,Pisces 
25,Private,Bachelors,13,Sales,0,0,40,United-States,22.25,Gemini
24,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,37.15,Capricorn
19,Private,Some-college,10,Protective-serv,0,0,40,United-States,23.05,Gemini
43,Private,Some-college,10,Exec-managerial,0,0,40,United-States,38.29,Sagittarius
47,Local-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,42.75,Sagittarius
39,Private,HS-grad,9,Other-service,0,0,40,United-States,38.74,Virgo
49,Private,Assoc-voc,11,Handlers-cleaners,0,1380,40,United-States,49.81,Aquarius
53,?,5th-6th,3,?,0,0,40,United-States,39.31,Capricorn
32,Private,Assoc-voc,11,Craft-repair,283169,0,40,United-States,12.55,Scorpio
34,Private,Some-college,10,Prof-specialty,0,0,40,United-States,157.56,Cancer
28,Private,HS-grad,9,Craft-repair,0,0,40,United-States,32.52,Leo
57,?,Assoc-voc,11,?,0,0,40,United-States,24.97,Pisces 
25,Private,Some-college,10,Adm-clerical,0,0,40,United-States,42.06,Virgo
20,?,Some-college,10,?,0,0,40,United-States,17.25,Libra
21,?,Some-college,10,?,0,0,40,United-States,39.95,Aquarius
34,Private,Bachelors,13,Prof-specialty,0,13334,40,United-States,135.56,Virgo
38,Self-emp-inc,Bachelors,13,Exec-managerial,15024,0,40,United-States,431.64,Cancer
50,Private,HS-grad,9,Exec-managerial,7688,0,40,United-States,336.66,Gemini
24,Local-gov,Some-college,10,Handlers-cleaners,0,0,40,United-States,20.16,Leo
37,Local-gov,Some-college,10,Tech-support,0,0,40,United-States,121.07,Leo
44,Private,Some-college,10,Machine-op-inspct,204875,0,40,United-States,196.23,Scorpio
28,Private,Some-college,10,Sales,0,0,40,United-States,34.53,Sagittarius
42,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,154.95,Capricorn
74,Private,Some-college,10,Adm-clerical,0,0,40,United-States,35.36,Gemini
38,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,40,United-States,36.95,Libra
44,Self-emp-not-inc,Masters,14,Prof-specialty,0,0,40,United-States,49.36,Libra
44,Private,11th,7,Machine-op-inspct,0,0,40,Puerto-Rico,34.53,Gemini
26,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,46.22,Virgo
36,Private,HS-grad,9,Other-service,0,0,40,United-States,27.87,Sagittarius
41,Private,Assoc-acdm,12,Exec-managerial,0,0,40,United-States,139.84,Sagittarius
67,Private,Prof-school,15,Prof-specialty,20051,0,40,United-States,382.37,Leo
39,Local-gov,12th,8,Tech-support,0,0,40,United-States,25.05,Libra
57,Private,1st-4th,2,Priv-house-serv,0,0,40,United-States,20.18,Capricorn
29,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,37.77,Leo
31,Self-emp-inc,Bachelors,13,Farming-fishing,0,0,40,United-States,48.74,Cancer
34,?,HS-grad,9,?,0,0,40,United-States,30.15,Leo
44,Private,Some-college,10,Transport-moving,0,0,40,United-States,23.06,Capricorn
29,Private,Doctorate,16,Prof-specialty,0,0,40,United-States,13.95,Pisces 
30,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,33.49,Pisces 
27,Private,HS-grad,9,Transport-moving,0,0,40,United-States,17.24,Leo
27,Private,Some-college,10,Sales,0,0,40,United-States,48.39,Taurus
32,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,49.24,Capricorn
58,Private,10th,6,Other-service,0,0,40,United-States,44.69,Libra
35,Local-gov,Some-college,10,Protective-serv,0,0,40,United-States,27.43,Leo
21,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,12.68,Aquarius
28,Private,Some-college,10,Craft-repair,0,0,40,United-States,21.53,Aquarius
46,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,40,United-States,24.65,Virgo
36,Self-emp-not-inc,HS-grad,9,Other-service,0,0,40,United-States,18.46,Virgo
72,Private,11th,7,Adm-clerical,0,0,40,United-States,41.66,Sagittarius
35,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,35.18,Sagittarius
33,Federal-gov,Assoc-voc,11,Craft-repair,0,0,40,United-States,147.97,Gemini
69,Private,11th,7,Machine-op-inspct,0,0,40,United-States,43.23,Sagittarius
35,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,44.64,Capricorn
31,Private,HS-grad,9,Adm-clerical,0,0,40,?,49.90,Aquarius
34,Private,HS-grad,9,Tech-support,0,0,40,United-States,41.96,Capricorn
30,Private,11th,7,Other-service,0,0,40,Mexico,45.47,Gemini
28,Private,Bachelors,13,Transport-moving,0,0,40,United-States,41.06,Libra
54,Private,Bachelors,13,Sales,0,0,40,United-States,185.34,Gemini
47,Private,Some-college,10,Prof-specialty,0,0,40,United-States,123.92,Capricorn
24,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,48.50,Sagittarius
52,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,0,40,United-States,63.00,Leo
20,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,20.96,Capricorn
43,Self-emp-inc,Masters,14,Exec-managerial,5013,0,40,United-States,340.48,Cancer
45,Private,7th-8th,4,Other-service,0,0,40,Mexico,30.22,Virgo
29,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,40,United-States,18.35,Gemini
47,Private,Masters,14,Exec-managerial,0,0,40,United-States,46.74,Capricorn
24,Private,HS-grad,9,Craft-repair,0,0,40,United-States,29.91,Cancer
51,Private,HS-grad,9,Prof-specialty,0,0,40,United-States,31.32,Taurus
17,Private,11th,7,Sales,0,0,40,United-States,43.73,Virgo
37,Private,Assoc-voc,11,Craft-repair,0,1977,40,United-States,562.22,Taurus
27,Private,Doctorate,16,Prof-specialty,0,0,40,United-States,20.93,Libra
29,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,142.14,Cancer
18,?,12th,8,?,239575,0,40,United-States,47.99,Scorpio
36,Self-emp-not-inc,Assoc-acdm,12,Sales,0,0,40,United-States,30.68,Capricorn
58,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,44.73,Aquarius
26,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,40,United-States,43.37,Leo
65,?,Some-college,10,?,0,0,40,United-States,153.19,Libra
57,Private,HS-grad,9,Sales,0,0,40,United-States,112.10,Gemini
59,Private,HS-grad,9,Craft-repair,0,0,40,United-States,40.55,Libra
27,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,26.54,Taurus
31,Self-emp-not-inc,Bachelors,13,Tech-support,0,0,40,United-States,36.99,Pisces 
21,Private,Some-college,10,Sales,290378,0,40,United-States,36.87,Scorpio
29,Private,Some-college,10,Adm-clerical,0,0,40,United-States,19.05,Libra
18,Private,11th,7,Other-service,0,0,40,United-States,32.08,Taurus
52,Private,10th,6,Craft-repair,0,1887,40,United-States,741.35,Gemini
57,Self-emp-inc,Bachelors,13,Prof-specialty,0,0,40,United-States,23.08,Libra
42,?,HS-grad,9,?,0,0,40,United-States,33.50,Aquarius
55,?,HS-grad,9,?,0,0,40,United-States,13.10,Taurus
60,Private,7th-8th,4,Transport-moving,0,0,40,United-States,151.30,Virgo
31,Private,Bachelors,13,Prof-specialty,7688,0,40,Canada,347.20,Cancer
23,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,47.72,Libra
27,Private,HS-grad,9,Sales,0,0,40,United-States,22.54,Aquarius
23,?,Some-college,10,?,0,0,40,United-States,40.58,Libra
42,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,1902,40,United-States,584.04,Taurus
25,Private,Some-college,10,Tech-support,2174,0,40,United-States,302.60,Cancer
49,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,37.03,Libra
32,Private,Bachelors,13,Tech-support,0,0,40,United-States,15.97,Capricorn
19,Private,Some-college,10,Adm-clerical,0,0,40,United-States,30.98,Pisces 
60,Private,7th-8th,4,Other-service,0,0,40,United-States,17.61,Gemini
42,Local-gov,9th,5,Other-service,0,0,40,United-States,20.10,Gemini
35,Self-emp-not-inc,Assoc-acdm,12,Farming-fishing,0,0,40,United-States,33.73,Taurus
48,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,24.91,Aquarius
51,Private,Masters,14,Craft-repair,0,0,40,United-States,153.86,Leo
29,Private,HS-grad,9,Craft-repair,0,0,40,United-States,16.95,Pisces 
36,Local-gov,HS-grad,9,Exec-managerial,0,0,40,United-States,14.18,Leo
17,Private,10th,6,Other-service,0,0,40,United-States,20.59,Capricorn
52,Private,Masters,14,Prof-specialty,6849,0,40,United-States,308.53,Cancer
24,Private,HS-grad,9,Craft-repair,0,0,40,United-States,17.07,Virgo
24,Private,HS-grad,9,Handlers-cleaners,285133,0,40,United-States,23.36,Scorpio
26,Local-gov,Bachelors,13,Prof-specialty,1055,0,40,United-States,428.21,Cancer
27,Private,Bachelors,13,Other-service,0,0,40,United-States,18.03,Libra
39,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,43.97,Sagittarius
30,Private,HS-grad,9,Transport-moving,0,0,40,United-States,47.27,Taurus
50,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,40,United-States,38.17,Cancer
52,Self-emp-inc,Bachelors,13,Sales,0,0,40,United-States,19.92,Aquarius
46,Private,Prof-school,15,Prof-specialty,15024,0,40,United-States,475.48,Libra
23,Private,Bachelors,13,Sales,0,0,40,United-States,34.24,Taurus
45,Private,11th,7,Other-service,0,0,40,United-States,23.74,Cancer
65,Private,9th,5,Priv-house-serv,0,0,40,United-States,37.32,Capricorn
29,Private,Assoc-voc,11,Transport-moving,0,0,40,United-States,45.20,Pisces 
47,Private,9th,5,Handlers-cleaners,0,0,40,El-Salvador,33.44,Cancer
30,Private,HS-grad,9,Farming-fishing,0,0,40,United-States,20.70,Libra
