ph,alcohol,quality,country,price,rate,year,decade,type
3.92,14.54,8,Montenegro,6,84,1964,196,Pinot
3.98,14.12,5,Montenegro,4.5,55,2011,201,Shiraz
3.32,14.7,7,Montenegro,7,9,2013,201,Pinot
3.9,14.39,4,Montenegro,6.4,67,1992,199,Chardonnay
3.93,14.49,5,Montenegro,24.5,92,2002,200,Merlot
2.8,14.76,7,Montenegro,7,44,2004,200,RIESLING
2.83,14.1,6,Montenegro,6.4,65,1987,198,Merlot
3.28,14.49,3,Montenegro,20,84,1981,198,Merlot
3.84,14.8,7,Montenegro,6.5,42,1991,199,Pinot
3.52,14.25,8,Montenegro,14,10,2004,200,Merlot
2.88,14.33,6,Montenegro,8.5,68,1967,196,Pinot
3.92,14.64,6,Montenegro,24.5,58,1970,197,Merlot
3.17,14.64,3,Montenegro,7.5,95,2002,200,Pinot
3.24,14.8,6,Montenegro,16,80,1997,199,Chardonnay
3.36,14.82,4,Montenegro,23.5,87,1985,198,RIESLING
3.81,14.8,4,Montenegro,19,8,2010,201,Shiraz
3.99,14.06,6,Montenegro,6.4,26,1995,199,Pinot
3.44,14.66,4,Montenegro,5.4,44,1995,199,Chardonnay
3.8,14.84,8,Montenegro,5.4,25,1998,199,Pinot
3.75,14.07,4,Montenegro,2.5,47,2007,200,RIESLING
3.38,14.06,5,Montenegro,3.5,57,1978,197,Chardonnay
3.33,14.51,8,Montenegro,21.5,82,2000,200,RIESLING
3.99,14.59,6,Montenegro,5.1,90,2013,201,Chardonnay
3.7,14.44,4,Montenegro,15,98,2007,200,Chardonnay
3.41,14.87,5,Montenegro,20,34,2005,200,RIESLING
3.24,14.22,7,Montenegro,5.9,38,1980,198,Chardonnay
3.18,14.1,4,Montenegro,2,94,2004,200,Chardonnay
3.5,14.65,4,Montenegro,8,25,2006,200,RIESLING
2.75,8.68,8,Montenegro,7.7,38,2009,200,Pinot
3.25,14,3,Montenegro,14,77,1972,197,Merlot
3.77,10.56,3,Montenegro,23,90,1992,199,Shiraz
2.83,14,4,Montenegro,22.5,58,2001,200,Chardonnay
2.81,8.7,3,Montenegro,2,40,1996,199,Chardonnay
3.34,8.49,4,Montenegro,6.5,95,1983,198,Shiraz
3.48,14,6,Montenegro,8.6,85,1985,198,RIESLING
2.99,9.7,8,Montenegro,4.5,63,2007,200,Chardonnay
3.27,13.43,8,Montenegro,24.5,52,1965,196,RIESLING
3.44,9.25,8,Montenegro,8.7,70,1977,197,Merlot
3.66,10.78,5,Montenegro,15,67,2004,200,Shiraz
3.3,11.32,8,Montenegro,3,52,1991,199,Shiraz
3.78,11.76,5,Montenegro,7.4,62,1973,197,Chardonnay
2.81,9.77,8,Montenegro,9.6,84,1988,198,RIESLING
3.19,8.89,7,Montenegro,8,43,2012,201,Chardonnay
3.56,9.8,5,Montenegro,2.5,92,2009,200,Shiraz
3.98,14,4,Montenegro,7.6,28,2012,201,Merlot
3.78,13.14,3,Montenegro,17,8,1973,197,Pinot
2.89,10.84,7,Montenegro,8.2,27,1964,196,Chardonnay
3.81,9.95,8,Montenegro,8.1,44,1996,199,Shiraz
